time,sentiment,contributors_active,contributors_created,posts_active,posts_created,interactions,social_dominance,open,close,high,low,volume_24h,market_cap,circulating_supply,galaxy_score,volatility,alt_rank
2024-06-03,84,476,89,814,176,190575,0.10802575631300396,3.1998983773773073,3.273217972695946,3.504023393797674,3.08451327340212,781140338.71,3269636868.56,998905937.77,39.0,0.0281,82.0
2024-06-04,83,477,101,807,155,131188,0.10183247989218629,3.2665913837528375,3.3994930069826608,3.4956534182945513,3.205808397509025,544521034.2,3395773735.68,998905933.53,41.0,0.027,243.0
2024-06-05,81,472,105,781,163,161289,0.0926621320358262,3.4052385047578833,3.395133994493305,3.5772634652548247,3.366188027596935,613898921.65,3391419492.01,998905933.46,48.0,0.0278,1065.0
2024-06-06,80,468,91,814,204,233059,0.10155856211042184,3.3932558017920034,3.235626210252988,3.4486069450772363,3.2290981065933315,434283032.37,3232086195.84,998905926.03,48.0,0.0229,378.0
2024-06-07,81,428,85,750,145,134139,0.09563484321623802,3.2295448766112616,2.848681880228095,3.3284240802832734,2.6497316236487114,814376556.71,2845565209.62,998905925.36,37.0,0.0517,1037.0
2024-06-08,81,469,67,814,127,71646,0.1100233427902947,2.8588388965673572,2.7110695867879815,2.9290982556991225,2.6594998724708248,493670546.96,2708103444.38,998905914.32,39.0,0.0782,883.0
2024-06-09,83,415,86,740,149,101542,0.10837742878943876,2.710318461997537,2.7691425098752793,2.8136848901981715,2.649207120651817,381386347.48,2766112827.74,998905913.25,47.0,0.0219,172.0
2024-06-10,84,484,140,848,235,240508,0.11827403592015945,2.7730322015828577,2.6986442786164653,2.8906505630002424,2.6563279343346156,452048409.89,2695691724.0,998905911.89,56.0,0.0186,136.0
2024-06-11,86,436,92,752,133,154178,0.10256913869202526,2.6920771444674636,2.5469206366982697,2.7253565480573982,2.555162014290693,483932085.76,2544134076.3,998905910.0,37.0,0.0394,319.0
2024-06-12,83,462,106,754,157,125300,0.1170861996676864,2.5467562978,2.6648150778,2.8963754003,2.4457276281,539969652.2,2661899524.46,998905907.82,39.0,0.0343,158.0
2024-06-13,90,380,89,545,130,383258,0.11397143394884879,2.664695992161033,2.3860251137,2.664695992161033,2.3614514385,345709312.88,2383414577.27,998905905.72,33.0,0.0431,744.0
2024-06-14,81,423,78,676,114,121631,0.09651958376643403,2.3858040002798395,2.3434109437,2.4832036351,2.2199092739,391522681.55,2340847025.64,998905903.33,41.5,0.0382,115.0
2024-06-15,80,432,64,683,93,86907,0.09841966548841659,2.342967203529366,2.4168693623,2.4563309662,2.3111699382,235469204.62,2414225071.58,998905902.49,55.0,0.0233,19.0
2024-06-16,79,430,87,683,137,76035,0.09799279760111337,2.4170560863633908,2.6041001229,2.6269070941,2.3663336958,276660344.18,2601250981.22,998905901.63,48.5,0.0335,2.0
2024-06-17,82,449,62,749,92,101867,0.09887005649717513,2.604606149556844,2.3099388295,2.6371532382,2.2496362827,388424553.41,2307411525.68,998905900.1,39.0,0.0365,684.0
2024-06-18,79,599,94,962,139,111355,0.09359624603164565,2.309384316809405,2.0655044818,2.3221234508,1.8980771157,601864078.06,2063244607.34,998905897.1,42.0,0.0896,817.0
2024-06-19,81,611,87,916,119,184391,0.11540099325483713,2.065471526173917,2.0297852964620113,2.1577974694,1.9782350144,354775992.46,2027564501.75,998905896.74,48.0,0.0332,916.0
2024-06-20,88,615,103,912,121,419123,0.11932830723898895,2.0297852964620113,1.9522059706,2.1791617398,1.9516601277,388663142.37,1950070049.67,998905893.68,31.5,0.0219,427.0
2024-06-21,84,671,121,1000,151,1177443,0.1268592813421712,1.952252850080021,1.7623161225,1.9741189025,1.7412556486,437126605.7,1760387958.05,998905891.85,43.5,0.0567,535.0
2024-06-22,81,711,70,1035,95,1792514,0.1161412816611233,1.7623011077,1.7443286353,1.8137173472,1.7062590951,262418524.77,1742420129.16,998905879.24,48.0,0.033,302.0
2024-06-23,84,698,103,994,117,789126,0.11610589698813828,1.7440906403490628,1.5860249807,1.8000886027,1.5788972399,292815076.88,1584289676.86,998905878.63,31.0,0.036,809.0
2024-06-24,96,826,214,1155,242,4420137,0.11642687434667387,1.58563737568121,1.8384742549,1.8540911004,1.5215219022,624942412.81,1836462736.89,998905876.45,52.0,0.0467,33.0
2024-06-25,87,778,126,1156,180,1317765,0.11797531499204994,1.8377900261,2.0408941184,2.0773028138,1.8141467011,622521932.1,2038661126.76,998905875.82,35.0,0.0953,5.0
2024-06-26,76,788,91,1187,114,523351,0.11631929302956391,2.0409339146611933,2.0005765380536773,2.138431430165945,1.9165978767504306,478056050.88,1998387576.95,998905834.86,35.5,0.0362,270.0
2024-06-27,77,784,97,1163,121,231370,0.11150131778642561,2.0039567321504426,2.1056573083913084,2.2454102979340274,1.9744971360885488,553290659.84,2103227029.63,998845833.67,33.0,0.0254,58.0
2024-06-28,78,821,85,1221,114,118091,0.11718626281394834,2.1129822443364534,1.9773778413752299,2.13917233404452,1.9006610453005919,368086500.28,1975095610.15,998845829.47,33.0,0.0322,702.0
2024-06-29,78,740,36,1087,51,89127,0.10450556465692949,1.9788915180205622,2.0893733671,2.1668826999,1.9788915180205622,316106575.41,2086961873.61,998845829.31,34.0,0.0319,93.0
2024-06-30,80,924,75,1411,120,81965,0.12777799411188862,2.089453037307197,2.1989016318,2.207648525,1.9181762016,395529926.97,2196363721.67,998845828.27,40.5,0.0283,47.0
2024-07-01,82,1083,161,1620,196,97463,0.1280552439808107,2.1958177945728012,2.267820675,2.3430047552,2.1634595222,463450264.15,2265203211.5,998845824.32,48.0,0.057,21.0
2024-07-02,83,1191,135,1826,198,125255,0.1219534186027718,2.268397056615834,2.2020346593,2.3317459662,2.1618232213,299676306.71,2199493112.67,998845818.95,46.0,0.02,792.0
2024-07-03,82,1335,88,2034,106,102144,0.1260639356119462,2.2016950474691392,1.8117613235,2.2020848088,1.795258597881706,516814402.7,1809670215.49,998845814.86,37.0,0.0729,1252.0
2024-07-04,84,1393,168,2116,197,176800,0.15658531531664865,1.811692406325858,1.7353244356191144,1.890570866738179,1.713802954463264,494901581.45,1733321482.49,998845775.99,50.0,0.0627,197.0
2024-07-05,81,1356,104,2102,153,175751,0.16466243808512154,1.7219379512522897,1.92401960811906,1.9773252488331,1.5135907779444076,743231588.5,1921798858.3,998845775.89,43.0,0.066,35.0
2024-07-06,83,1201,193,1750,240,194761,0.1472161840219125,1.9223419474288066,2.008541470851413,2.0604651436868586,1.8847843215991447,378575732.37,2006223153.66,998845770.81,50.0,0.0863,332.0
2024-07-07,83,1119,101,1616,133,141962,0.13203660747624607,2.0118558670077804,1.6636342120009022,2.0144177602114617,1.648416271889196,433585732.42,1661713996.19,998845770.42,35.0,0.05,977.0
2024-07-08,81,1153,99,1679,142,167038,0.14013422505105844,1.6640307659980589,1.6729628230129012,1.8054906676188922,1.5633252007346938,610472950.43,1671031834.64,998845767.312069,45.0,0.0537,673.0
2024-07-09,82,1318,66,1972,98,215301,0.16543943381457862,1.652229754804124,1.7037305920150647,1.7443078726838337,1.616207178989505,428297593.45,1701764068.18,998845754.23,36.0,0.021,256.0
2024-07-10,83,982,69,1428,81,93755,0.12206202768277892,1.7018606990509149,1.6500544922836662,1.7743360920093556,1.606120557170599,317394622.18,1648149916.05,998845749.49,49.5,0.0189,637.0
2024-07-11,81,1088,105,1538,136,146654,0.14016132221885033,1.6491147899922642,1.5382674907141278,1.7207052462065937,1.5000862059641782,346908562.88,1536491942.54,998845748.1,45.0,0.0327,1153.0
2024-07-12,82,1090,72,1619,94,86258,0.13456265474913082,1.5431248582670785,1.5676653107232497,1.6186226190623656,1.5344647224475427,273906976.78,1565855812.49,998845736.89,32.0,0.03,278.0
2024-07-13,81,1055,51,1628,68,76626,0.14633523712960017,1.5687463252379117,1.6109889024844837,1.638881004830684,1.5686073742196975,188782107.89,1609129397.13,998845736.7,36.0,0.0121,309.0
2024-07-14,80,1257,72,1986,92,84822,0.161713083858738,1.6040099977415045,1.7330375254493777,1.759819207013455,1.6032154847000966,307073571.74,1731037137.84,998845733.24,42.0,0.032,43.0
2024-07-15,82,748,85,1039,98,94424,0.08625942917677454,1.7290430748902907,2.169387822966072,2.1754116050594394,1.7276716271995265,557631405.83,2166883759.75,998845728.19,49.0,0.0718,34.0
2024-07-16,80,987,144,1469,168,165016,0.11007455696676782,2.171873017532242,2.2054866956975117,2.295401351618921,2.0720314381198404,669714098.92,2202940954.41,998845723.58,45.0,0.0908,45.0
2024-07-17,81,837,83,1165,106,77557,0.08943122508495965,2.2070266213291125,2.166403329544004,2.295088952597693,2.1118596968038563,413375160.25,2163902692.37,998845719.47,41.0,0.0178,627.0
2024-07-18,81,942,140,1367,194,91984,0.10484471554255799,2.168559534677217,2.4358738530842525,2.4927008249809943,2.168559534677217,607983774.53,2433062161.62,998845715.49,43.0,0.0411,26.0
2024-07-19,80,1147,122,1689,150,73038,0.1264889032011653,2.433972273385152,2.546025903935836,2.5813179191644426,2.3176227517629475,551738167.96,2543087063.7,998845714.71,41.0,0.0427,405.0
2024-07-20,81,1226,108,1878,133,182956,0.13937023651381458,2.54550567359441,2.6469371677272315,2.664797654543452,2.465485766906357,333549979.7,2643881840.73,998845712.31,47.0,0.0318,60.0
2024-07-21,80,977,85,1434,144,145250,0.10948445343665895,2.642777700760788,2.815425733884369,2.837970953997756,2.4419944029866225,415202752.69,2812175907.78,998845707.04,41.0,0.0306,40.0
2024-07-22,84,840,93,1216,122,179834,0.09772649280030603,2.824899102710721,2.743278781499476,2.890452286702004,2.684628493854175,416854096.91,2740112229.1,998845705.21,46.0,0.0434,412.0
2024-07-23,84,995,69,1481,84,116642,0.11608075019046335,2.7401347812995835,2.561887930179659,2.7588845908160287,2.5136041758269863,440010836.09,2558930749.66,998845702.62,36.0,0.04,914.0
2024-07-24,82,1112,91,1659,108,229380,0.13051369213715974,2.5543312929315456,2.4785884316168008,2.6777570647293216,2.4676886467292696,370051773.02,2475727387.37,998845696.12,52.0,0.0208,292.0
2024-07-25,76,846,70,1322,139,197713,0.1047041632181086,2.499792193846211,2.5080277191146356,2.574298183124326,2.3290620312276413,501295257.07,2505132680.03,998845690.95,38.0,0.0266,45.0
2024-07-26,76,737,72,1085,94,212142,0.0851109226730007,2.5145949471468367,2.6519863672261144,2.6695844088426095,2.5086529498446914,305888761.44,2648925152.88,998845690.013272,43.0,0.0265,94.0
2024-07-27,75,1173,576,1522,607,280720,0.12991502601288055,2.670478239393645,2.4894126616365755,2.6932084081114405,2.421195261366442,334327419.54,2486539103.58,998845688.34,46.0,0.0197,986.0
2024-07-28,75,489,58,672,67,64403,0.09259565461820828,2.485497964192245,2.411277351675251,2.502980483255665,2.3900800103373774,185570804.04,2408493978.35,998845685.12,33.0,0.0338,1003.0
2024-07-29,81,551,49,822,59,44826,0.08605662777367734,2.4122315482887626,2.296048731715016,2.562475864626705,2.285776521044534,336950752.77,2293398363.45,998845682.92,37.0,0.0219,996.0
2024-07-30,74,369,56,519,62,23803,0.06902899217671422,2.287515476595656,2.299115015663496,2.385405997803872,2.257449569465532,271878306.67043924,2296461098.867508,998845678.977386,40.0,0.034,894.0
