id,name,symbol,price,price_btc,market_cap,percent_change_24h,percent_change_7d,volume_24h,max_supply,circulating_supply,close,galaxy_score,alt_rank,volatility,market_cap_rank
149337,dogwifhat,WIF,2.5627001668608105,3.890265102392368e-05,2559742048.8,-9.941116519408,16.052022442674,455061324.79,,998845702.63,2.5627001668608105,36.5,696,0.0372,43
